Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"2683";"05686483000143-LOCALL COMERCIO";"LOCALL COMERCIO, SERVICOS E REPRESENTACOES LTDA";;"Financeiro";"2733180902";"financeiro@locall-es.com.brnfs01@atasistemas.com.br";"Active - Mensal RHiD";"ATIVO";"Ponto ControlID";"25/06/2024";"25/06/2026";"08/11/2024 13:27";"25/06/2026";"Descrição: Serviço de manutenção ao software de ponto.|Licença do RHID ( 30 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.|* 26/11/2024 - upgrade de Identificação facial modulo quiosque no Software. Adicional de R$ 36,00, passando de R$ 169,00 p/ R$ 205,00||07/08/2025 - Renovação por IFPM. Acréscimo de 7,02%. Passando de R$205,00 para R$219,40"
"2652";"36372953000128-RODOSTAR CONECC";"LOGISTICA E TRANSPORTE RODOSTAR CONECCAO ESPIRITO SANTO LTDA";;"Financeiro";;"financeiro@rodostar.log.brnfs01@atasistemas.com.br";"Active - Mensal RHiD (QR)";"ATIVO";"Ponto ControlID";"12/07/2024";"11/07/2026";"24/01/2025 13:17";"12/07/2026";"Descrição: Contrato de manutenção de sistema de ponto.||Licença Mensal do Software Web de Gerenciamento de Ponto Control ID ( Até 20 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total||15/07/2025 Renovação por IGPM. Acréscimo de 4,39%. Passando de R$159,00 para R$165,99"
"2680";"14023481000165-LOPES CREDIT CO";"LOPES CREDIT CONTACT CENTER LTDA";;"Financeiro";"2724640044";"financeiro@lopescallcenter.com.brnfs01@atasistemas.com.br";"Valor R$ 51,00 Mensal i Ponto Web 10F (vinculado ao Lopes Call Center)";"ATIVO";"Ponto Secullum";"20/06/2024";"20/06/2026";"08/11/2024 12:22";"20/06/2026";"Descrição: Serviço de manutenção ao software de ponto.||Adicional do Ponto Secullum Web Pro ( 10 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||30/07/2024 - Adicional de +10 funcionários ativos, passando de 100 para 110 no banco 23407211000149 — LOPES CALL CENTER E COBRANCA . COBRANÇA E FATURAMENTO DO ADICIONAL de R$ 51,00 REALIZADA NO |CNPJ 14023481000165 | LOPES CREDIT CONTACT CENTER LTDA.||05/08/2025 - Renovação por IGPM. Acréscimo de 7,02%. Passando de R$51,00 para R$54,58"
"2571";"23407211000149-LOPES SERVICOS";"LOPES SERVICOS DE CALL CENTER E COBRANCA LTDA";;"Financeiro";;"financeiro@lopescallcenter.com.brnfs01@atasistemas.com.br";"Valor R$400,57 Mensal I Ponto Web 110F";"ATIVO";"Ponto Secullum";"06/05/2024";"06/05/2026";"08/11/2024 12:22";"06/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||07/05/25 Reajuste IGPM com acréscimo de 8,51% passando de R$535,96 para R$581,57||22/09/2025 - Downgrade de 30 funcionários ativos, passando de 80 para 50 funcionários. Redução de R$ 120,00 passando de R$ 520,57 para R$ 400,57 mensais.|30/07/2025 -  Downgrade de 30 funcionários ativos, passando de 110 para 80 funcionários. Redução de R$ 61,00 passando de R$ 581,57 para R$ 520,57 mensais.|30/07/2024 - Adicional de +10 funcionários ativos, passando de 100 para 110 no banco 23407211000149 — LOPES CALL CENTER E COBRANCA . COBRANÇA E FATURAMENTO DO ADICIONAL de R$ 51,00 REALIZADA NO |CNPJ 14023481000165 | LOPES CREDIT CONTACT CENTER LTDA. ||- 30/04/2024 - Adicional de +10 funcionários ativos, passando de 90 para 100. Acréscimos de R$ 40,00 no valor, passando de R$ 495,96 para 535,96 mensal.|- 05/07/2023 - Adicional de +10 funcionários ativos, passando de 80 para 90. Acréscimos de R$ 60,00 no valor, passando de R$ 435,96 para R$ 495,96 mensal.|- 23/03/2023 - Adicional de +20 funcionários ativos, passando de 60 para 80. Acréscimos de R$ 80,00 no valor, passando de R$ 348,00 para R$ 428,00 mensal.|- 04/10/2022 - Upgrade passando de 40 para 60 - ficando no valor de R$ 348,00||* Empresa do grupo UNICOB.|- Licença Mensal do Ponto Secullum Web ( Até 40 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2785";"39803705000182 MAGAZIN GRAND";"MAGAZIN GRANDE RIO LTDA";;"Edinho";"(27) 99928-9499";"severnine@gmail.comfinanceirogranderio@gmail.comnfs01@atasistemas.com.br";"Valor R$507,36 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"04/10/2024";"03/10/2026";"08/11/2024 13:27";"03/10/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 80 funcionários ativos )|- Serviço técnico de apoio e suporte remoto.|+ 23/11/2020 - Solicitação de alteração de 80 para 90 funcionários, passando de R$ 3||26-09-2025: Renovação por IGPM. Acréscimo de 2,96%. Passando de R$495,48 para R$507,36"
"2423";"24788019000102 MARCOS MARCENAR";"MARCOS MARCENARIA LTDA";;"Financeiro";"(27) 3362-7157";"marcos_antonio_n@hotmail.comrenataeilid@hotmail.comnfs01@atasistemas.com.br";"Valor R$157,99 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"31/01/2024";"31/01/2027";"08/11/2024 13:27";"31/01/2027";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Ponto Secullum Web ( Até 10 funcionários )|- Serviço técnico de apoio e suporte remoto.||28/01/2026 — Upgrade de +10 funcionários, passando de 10 para até 20 funcionários ativos. Acréscimo de R$50,00, passando de R$107,99 para R$157,99 mensais."
"2356";"MARQUES DESMONTAGEM E COMERCIO";"MARQUES DESMONTAGEM E COMERCIO DE PECAS USADAS LTDA";;"financeiro";;"marques.desmontagem19@gmail.com";"Active - Mensal RHiD";"ATIVO";"Ponto ControlID";"25/10/2023";"25/10/2024";"08/11/2024 13:27";"25/10/2024";"Laís | 27 998623539 / 27 33265572"
"2867";"29986031000145-MAVAN DIST DE M";"MAVAN DIST DE MAD E MAT DE CONSTRUCAO ALTOE LTDA";;"Financeiro";;"joaoluiz.altoe@gmail.comsjaltoe@gmail.comnfs01@atasistemas.com.br";"Valor R$ 122,37 Mensal I  RHiD 10F";"ATIVO";"Ponto ControlID";"21/10/2024";"20/10/2026";"21/01/2025 15:53";"20/10/2026";"Sistema de ponto: |Serviço de manutenção ao software de ponto.|Licença do RHID ( Até 10 Funcionários)||24/03/2025: bloqueado por inadimplência.|04/04/2025: desbloqueio por adimplência.||04/11/2025 - Renovação por IGPM. Acréscimo de 2,82%. Passando de R$119,00 para R$122,37"
"2301";"18228397000139 MECANICA E AUTO";"MECANICA E AUTO PECAS MJM LTDA";;"Financeiro";;"mjmdiesel@hotmail.comnfs01@atasistemas.com.br";"Valor R$157,73 Mensal | RHiD";"ATIVO";"Ponto ControlID";"25/10/2023";"25/10/2026";"08/11/2024 13:27";"25/10/2026";"Descrição: Serviço de manutenção ao software de ponto.||- Licença do Software RHiD ( 10 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||Local do Serviço: 616 - ISSQN DEVIDO EM OUTRO MUNICÍPIO, COM RETENÇÃO, RECOLHIDO PELO TOMADOR||12/11/2025 - Renovação por IGPM.|Em percentual:   7,4753%|Em fator de multiplicação:   1,074753|Os valores do índice utilizados neste cálculo foram:|Outubro-2023 = 0,50% Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42%.|Valor atualizado  =  valor * fator  =  R$146,76 * 1,074753|Valor atualizado  =  R$157,73"
"2720";"39990074000158 MENDES GOURME";"MENDES GOURMET LTDA";;"Heliuton";"(27) 98111-3456";"mendesvitoriajc@gmail.comnfs01@atasistemas.com.br";"Valor R$ 137,89 - Mensal TopPonto Web";"ATIVO";"Ponto Topdata";"23/08/2024";"22/08/2026";"08/11/2024 13:27";"22/08/2026";"Descrição:  Contrato Manutenção de Sistema de Ponto |[ MENSAL ] Licença do Software Top Ponto Web ( Até 10 funcionários ) + App para smartphone (Android e iOS) + Suporte Total.||27/08/2025 - Renovação por IGPM. Acréscimo de 2,96%. Passando de R$133,92 para R$137,89."
"2586";"MEP TRANSPORTES EIRELI";"MEP TRANSPORTES EIRELI";;"financeiro";;"ferreirafinanceiro@transmep.com.br";"Active - Anual Ponto Offline sem Nuvem";"CANCELADO";"SERVIÇOS";"14/04/2024";"14/04/2025";"08/11/2024 12:22";"14/04/2025";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Anual do Ponto Secullum 4 sem Módulo Web Nuvem ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.|*** Relógio de Ponto REP iDClass Biometria e Proximidade ASK||Migrou para o 387!"
"2648";"02518394000108-MUNDIAL MATERIA";"MUNDIAL MATERIAL DE CONSTRUCAO LTDA";;"Financeiro";;"compras@mundialconstrucao.com.brnfs01@atasistemas.com.br";"Valor R$ 215,94 Mensal I Ponto Web 20F";"ATIVO";"Ponto Secullum";"25/05/2024";"25/05/2026";"08/11/2024 13:27";"25/05/2026";"Descrição: Serviço de manutenção ao software de ponto.|Renovar IGP-M||Licença do Ponto Secullum Web Pro ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||14/07/2025 Renovação por IGPM. Acréscimo de 8,51%. Passando de R$199,00 para R$215,94."
"2699";"19800380000177-MVR DIESEL LTDA";"MVR DIESEL LTDA";;"Financeiro";;"financeiro@mwmtransportes.comdpmwmtransportes@gmail.comnfs01@atasistemas.com.br";"Active - Mensal RHiD";"ATIVO";"Ponto ControlID";"02/06/2024";"02/06/2026";"08/11/2024 13:27";"02/06/2026";"Mayka - 3090-7680/9.9715-0435|Descrição: Contrato de manutenção de sistema de ponto.||14/03/2023 - Adicional de +20 funcionários ativos, passando de 20 para 40.|Acréscimo de RS 40,00, passando de R$ 171,12 para R$ 211,72 mensal.||- Licença Mensal do Software RHiD ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.||12/08/2025 - Renovação por IGPM. Acréscimo de 7,02%. Passando de R$211,72 para R$226,60"
"2326";"09494848000199 NFI COMERCIO";"NFI COMERCIO E SERVICOS LTDA";;"Andreia";"(27) 3064-8804";"figeletro@figeletro.com.brbianca@figeletro.com.brnfs01@atasistemas.com.br";"Valor R$169,42 Mensal | TopPonto Web";"ATIVO";"Ponto Topdata";"25/11/2024";"24/11/2026";"08/11/2024 13:27";"24/11/2026";"Descrição: Serviço de manutenção ao software de ponto.|- Licença do TopPonto Web ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||27/11/2025 - Renovação por IGPM.|Em percentual:   0,9242%|Em fator de multiplicação:   1,009242|Os valores do índice utilizados neste cálculo foram:|Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42% Outubro-2025 = -0,36%.|Valor atualizado  =  valor * fator  =  R$167,87 * 1,009242|Valor atualizado  =  R$169,42"
"2787";"12127736000104 NOVAREDENET LTD";"NOVAREDENET LTDA";;"Financeiro";"27 999313963";"administrativo@novaredenet.com.brnfs01@atasistemas.com.br";"Valor R$122,43 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"05/09/2024";"05/09/2026";"08/11/2024 13:27";"05/09/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários ativos )|- Serviço técnico de apoio e suporte remoto.||02/10/2025 - Renovação por IGPM. Acréscimo de 3,03$. Passando de R$118,83 para R$122,43"
"2324";"PADARIA PAO NOSSO LTDA";"PADARIA PAO NOSSO LTDA";;"financeiro";;"manunborges02@hotmail.comnfs01@atasistemas.com.br";"CANCELADO - Mensal TopPonto Web";"CANCELADO";"Ponto Topdata";"30/11/2023";"30/11/2025";"08/11/2024 13:04";"30/11/2025";"Descrição: Serviço de manutenção ao software de ponto.|- Licença do TopPonto Web ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO|13/11/2024- Reajustado contrato pelo IGPM 5,57% Para o valor de 2014,45 (cliente optou pelo parcelamento em 5X) R$ 402,89"
"2538";"40073909000194 PAYTIME FINTECH";"PAYTIME FINTECH LTDA";;"Financeiro";"(27)99762-1441";"rh@paytime.com.brfinanceiro@paytime.com.brnfs01@atasistemas.com.br";"Valor: R$ 630,99 Mensal - Ponto Web 110F";"ATIVO";"Ponto Secullum";"10/04/2024";"10/04/2026";"08/11/2024 13:27";"10/04/2026";"Descrição:   Contrato de manutenção de sistema de ponto.||Linha do tempo:|24/10/2025: Adicional MENSAL de Servidor Comunicador iDCloud no valor de R$ 60,00, passando para R$ 630,99.|15/04/2025: Renovação contratual. IGP-M em cima do valor de R$489,00 acrescido de R$40,00. Passando de R$529,00 para R$570,99|10/02/2025: Upgrade na licença. Acréscimo de 10 funcionários, passando de 100 para até 110 funcionários ativos. Acréscimo de R$ 40,00, passando de R$ 489,00 para R$ 529,00.|12/08/2024 - Adicional de +10 funcionários, passando de 90 para 100 ativos. Acréscimo de R$ 40,00, passando de R$ 449,00 para o valor de R$ 489,00.|10/06/2024 - Upgrade da licença do software Ponto Secullum Web Pro para +10 funcionários, passando de 80 para 90 ativos. Não houve acréscimo na mensalidade para essa faixa.|*Foi aprovado pela gerência condição exclusiva ao cliente para futuros adicionais, sendo aplicado nas próximas faixas para +10 funcionários o valor de R$ 40,00||26/02/2024 - Upgrade da licença do software Ponto Secullum Web Pro para +20 funcionários, passando de 60 para 80 ativos. Acréscimo de R$ 80,00, passando de R$ 369,00 para R$ 449,00 mensal.|21/09/2023 - Upgrade da licença do software Ponto Secullum Web Pro para +10 funcionários, passando de 50 para 60 ativos. Acréscimo de R$ 40,00, passando de R$ 329,00 para R$ 369,00 mensal.|24/04/2023 - Upgrade da licença do software Ponto Secullum Web Pro para +10 funcionários, passando de 40 para 50 ativos. Acréscimo de R$ 50,00, passando de R$ 279,00 para R$ 329,00 mensal.||Licença do Software Ponto Secullum Web versão Pro ( Até 40 funcionários ) + App para smartphone (Android e iOS) + Suporte Remoto Total"
"2454";"35856914000133 PG COMERCIO DE";"PG COMERCIO DE PRODUTOS OPTICOS LTDA";;"Financeiro";"273051-3500";"contasapagar@oticasvisaoexpress.com.brnfs01@atasistemas.com.br";"Valor R$129,88 Mensal | Locação iDClass";"ATIVO";"Ponto ControlID + Locação REP";"03/02/2024";"03/02/2027";"08/11/2024 13:27";"03/02/2027";"Descrição: Locação de equipamentos de controle de ponto.|- Locação de REP Control iD iDClass Bio Prox ( NS:  )|Empresa do grupo OTICAS CAROL, VISÃO EXPRESS"
"2755";"44875936000131 PLANETA KIDS ED";"PLANETA KIDS EDUCACAO INFANTIL LTDA";;"Financeiro";;"gerenciaplanetakids@gmail.comnfs01@atasistemas.com.br";"Valor R$ 226,50  - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"16/07/2024";"16/07/2026";"08/11/2024 12:22";"16/07/2026";"Descrição:  Contrato Manutenção de Sistema de Ponto.||Licença Mensal do Software Web de Gerenciamento de Ponto Secullum ( Até 20 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total||11/09/2025 Renovação por IGPM. Acréscimo de 4,39%. Passando de R$216,97 para R$226,50"
"2447";"30624956000206 POLO";"POLO COLATINA LTDA";;"Financeiro";;"graciela.santana@reindustria.com.bramanda.schulz@reindustria.com.brraiene.santos@reindustria.com.brsimone.pertel@reindustria.com.brnfs01@atasistemas.com.br";"Valor R$2.313,43 Mensal | Ponto Web (QR)";"ATIVO";"Ponto Secullum";"12/02/2024";"10/02/2027";"24/01/2025 16:09";"11/02/2027";"Descrição: Contrato de manutenção de sistema de ponto.||* Quando for fazer a renovação, atenção para renovar os contratos integrados.||20/04/2022 - Adicional +160 funcionários, passando de 40 para 200 funcionários ativos.|Adicional de R$ 669,00, passando de R$ 279,00 para o valor mensal de R$ 948,00.|O upgrade refere-se à integração da empresa 34604139000166 - SOLARIS INDUSTRIA DE ROUPAS EIRELI, com 150 funcionários.||14/10/2022 - Upgrade passando de 200 para 600 funcionários ativos - Adicional de R$ 948,00 para o valor de R$ 2.844,00.||- Licença Mensal do Ponto Secullum Web ( Até 40 funcionários )|- Serviço técnico de apoio e suporte remoto.||14/10/2022 - Adicional +400 funcionários, passando de 200 para 600 funcionários ativos.|Adicional de R$ 1.896,00, passando de R$ 948,00 para o valor mensal de R$ 2.844,00.|O upgrade refere-se à integração das empresas: Dian Confecções Eireli|39.378.989/0001-07 I  Mandins Indústria e Comércio de Confecções Eireli|05.801.793/0001-61 I Pubi Indústria e Comércio de Confecções Eireli|04.572.052.0001-93 I JL Indústria de Vestuário LTDA |09.047.566/0001-43||26/06/2025 - Downgrade de 180 funcionários no software Secullum Ponto Web PRO, passando de 600 para até 420 funcionários ativos. Redução de R$ 882,00, passando de R$ 3.195,43 para R$ 2.313,43 mensais."
"2645";"03215060000110 POS-TENSAO EN";"POS-TENSAO ENGENHARIA LTDA";;"Jaqueline";"(27) 3067-8800";"gfinanceiro@pte.com.bradministrativo@pte.com.brfinanceiro@pte.com.brnfs01@atasistemas.com.br";"Active - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"13/07/2024";"12/07/2026";"08/11/2024 13:27";"12/07/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 40 funcionários ativos )|- Serviço técnico de apoio e suporte remoto.||* Liberação extra contratual efetuada em 03/09/2020 aumentando para até 41 funcionários ativos.|28/06/2023 - Solicitação do cliente | *Contrato ocorreu alteração de CNPJ de faturamento 03215060000209 — PTE  para empresa Pós Tensão Engenharia LTDA no CNPJ : 03.215.060/0001-10|25/10/2023 - Upgrade de +10 funcionários, passando de 51 para 61 funcionários ativos no Ponto Secullum Web. Acréscimo de R$ 50,00, passando de R$ 245,49 para R$ 295,29 mensal.|23/07/2025 - Upgrade de +10 funcionários, passando de 61 para 71 funcionários ativos no Ponto Secullum Web. Acréscimo de R$ 50,00, passando de R$ 295,29 para R$ 345,29 mensais.|28/07/2025 - Renovação por IGPM. Acréscimo de 4,39%. Passando de R$295,29 para R$308,26. |"
"2639";"23753739000170-POSTO PAIS E FI";"POSTO PAIS E FILHAS LTDA.";;"Financeiro";;"thiagorocha13@live.compostopaisefilhas@gmail.comnfs01@atasistemas.com.br";"Active - Mensal TopPonto Web";"ATIVO";"Ponto Topdata";"25/06/2024";"25/06/2026";"08/11/2024 13:27";"25/06/2026";"Descrição: Serviço de manutenção ao software de ponto.|Licença do TopPonto Web ( 30 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||08/07/2025 Renovação por IGPM. Acréscimo de 7,02%. Passando de R$184,00 para R$196,93."
"2977";"11172669000187-RS AZEVEDO P";"R. S. AZEVEDO PETISCO DA VILA BAR E LANCHONETE";;"Financeiro";;"rspetisco@gmail.comnfs01@atasistemas.com.br";"Active - Mensal Ponto Web (QR)";"ATIVO";"Ponto Secullum";"09/01/2025";"08/01/2027";"15/01/2025 16:13";"09/01/2027";"Sistema de ponto: |Serviço de manutenção ao software de ponto.|Licença do Ponto Secullum web pro  (Até 10 funcionários ativos)||14/01/2026 - Sem reajuste IGPM. Índice negativo."
"2388";"03483064745 RENAN BERGER";"RENAN BERGER";;"Financeiro";"(27)99797-4785";"rh@ovospommer.com.brnfs01@atasistemas.com.br";"Valor R$ 1.123,73 Mensal | RHiD";"ATIVO";"Ponto ControlID";"30/11/2023";"30/11/2026";"08/11/2024 13:04";"30/11/2026";"Flávia  |  27 99797-4785||Descrição: Serviço de manutenção ao software de ponto.||Linha do Tempo: ||24/03/2026 - Adicional de + 1CNPJ, passando de 22 para 23 CNPJs ativos. Acréscimo de R$ 25,00 nas próximas parcelas, passando de R$ 1.098,73 para R$1.123,73 mensais.||25/02/2026 - Adicional de + 10 funcionários, passando de 230 para 240 funcionários ativos. Acréscimo de R$ 30,00 nas próximas parcelas, passando de R$ 1.068,73 para R$ 1.098,73 mensais.||09/01/2026 - Adicional de + 1CNPJ, passando de 21 para 22 CNPJs ativos. Acréscimo de R$ 15,00 nas próximas parcelas, passando de R$ 1.053,73 para R$ 1.068,73 mensais.||Adicional de + 1CNPJ, passando de 20 para 21 CNPJs ativos. Acréscimo de R$ 15,00 nas próximas parcelas, passando de R$ 1.038,73 para R$ 1.053,73 mensais.||*21/10/2024 - Upgrade no software RHID. Adicional de +20 funcionários ativos, passando de 210 para 230 funcionários ativos. Acréscimo de R$ 60,00, passando de R$ 915,00 para R$ 975,00 mensais.||*21/03/2024 - Upgrade no software RHID. Adicional de +1 CNPJs ativos, passando de 19 para 20 CNPJs ativos. Acréscimo de R$ 15,00, passando de R$ 900,00 para R$ 915,00 mensais.||*26/02/2024 - Upgrade no software RHID. Adicional de +4 CNPJs ativos, passando de 15 para 19 CNPJs ativos. Acréscimo de R$ 60,00, passando de R$ 840,00 para R$ 900,00 mensais.||Licença do Software RHiD ( 210 funcionários ativos + 15 CNPJs) + Serviço técnico de apoio e suporte remoto.|"
"2805";"53649255000146-RETIFICA SAO FR";"RETIFICA SAO FRANCISCO SERRA LTDA";;"Financeiro";;"retificasaofrancisco@outlook.comnfs01@atasistemas.com.br";"Valor R$122,61 Mensal | RHiD (QR)";"ATIVO";"Ponto ControlID";"20/09/2024";"20/09/2026";"08/11/2024 13:27";"20/09/2026";"Serviço de manutenção ao software de ponto.|Licença do RHID ( Até 10 Funcionários)||14/10/2025 - Renovação por IGPM. Acréscimo de 3,03%. Passando de R$119,00 para R$122,61"
"2863";"55238458000175-RODEIO CONVENIE";"RODEIO CONVENIENCIA LTDA";;"Financeiro";;"postorodeiocombustiveis@gmail.comnfs01@atasistemas.com.br";"Valor R$ 36,66 Mensal I (aditivo isolado)  RHID Upgrade + 10F";"ATIVO";"Ponto Secullum";"05/09/2024";"04/02/2027";"21/01/2025 15:48";"05/02/2027";"Aditivo ao Contrato de manutenção de sistema de ponto 2429 da empresa 33675152000143 — RODEIO COMERCIO DE COMBUSTIVEIS LTDA.|OBJETO: Upgrade do software de ponto RHID ( +10 funcionários ativos | + 1 CNPJ)|Obs.: cliente pediu para faturar aditivo no CNPJ deste cadastro, por isso foi criado um novo contrato.||IMPORTANTE: aditivo foi criado com vigência de 4 meses para acompanhar contrato principal. Na próxima renovação, ele deve ser renovado por 12 meses.||Linha do tempo:|01/04/2025: bloqueado por inadimplência.|08/04/2025: desbloqueado por adimplência."
"2625";"42909675000106-RSA COMERCIO DO";"RSA COMERCIO DO VESTUARIO LTDA";;"Financeiro";;"rh@florestoficial.com.bradministrativo3@florestoficial.com.brnfs01@atasistemas.com.br";"Valor R$ 318,94 Mensal I Secullum Web 20F";"ATIVO";"Ponto Secullum";"03/06/2024";"03/06/2026";"08/11/2024 13:27";"03/06/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO:|09/06/2025: Renovação por IGPM. Acréscimo de 7,02%. Passando de R$298,00 para R$318,94||27/03/2025: Downgrade - 10 funcionários, passando de 30 para até 20 funcionários ativos. Decréscimo de R$ 40,00, passando de R$ 298,00 para R$ 258,00.||out/2024: Adicional para + 10 funcionários, passando de 30 para o total de 40 funcionários ativos.|Adicional do valor de R$ 40,00 passando de R$ 258,00 para o valor de R$ 298,00.||10/01/2023 - Adicional para + 10 funcionários, passando de 20 para o total de 30 funcionários ativos.|Adicional do valor de R$ 49,00 passando de R$ 209,00 para o valor de R$ 258,00.|"
"2206";"14103512000198 SEA IDIOMAS LTD";"SEA IDIOMAS LTDA";;"Financeiro";;"apoio@wizardes.com.brpagamentos@wizardes.com.brfinanceiro@wizardes.com.brnfs01@atasistemas.com.br";"Valor R$51,00 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"20/10/2023";"20/02/2027";"08/11/2024 13:27";"20/02/2027";"RETER ISS.  ATENÇÃO:|Descrição: Serviço de manutenção ao software de ponto.||[ MENSAL ] Licença do Software Ponto Secullum Web Pro ( Até 10 funcionários ) + App para smartphone (Android e iOS) + Suporte Total||***  A nota fiscal foi emitida no valor de R$ 2.040,00 e, para esse contrato de 40 parcelas não será necessário emitir NFSe. Na renovação desse contrato, incluir a informação na planilha pra passar a emitir as notas.|Projeto:|Contrato 2201 | 30 ativos | R$153,00/mês  =  R$ 2.142,00 (14 meses) | 07720801000170 KNOW HOW|Contrato 2202 | 20 ativos | R$102,00/mês  =  R$ 2.040,00 (20 meses) | 10203600000100 LANGUAGE|Contrato 2203 | 20 ativos | R$102,00/mês  =  R$ 2.040,00 (20 meses) | 08248961000121 LEAO SCHMIDT|Contrato 2203 | 20 ativos | R$102,00/mês  =  R$ 2.040,00 (20 meses) | 10198105000150 MUNDI IDIOMAS|Contrato 2205 | 10 ativos | R$51,00/mês  =  R$ 2.040,00 (40 meses) | 23361130000155 PREMIUM IDIOMAS|Contrato 2206 | 10 ativos | R$51,00/mês  =  R$ 2.040,00 (40 meses) | 14103512000198 — SEA IDIOMAS"
"2572";"22515072000104 SEGURA ASSISTEN";"SEGURA ASSISTENCIA LTDA";;"Financeiro";"2799997-4770";"dp@confiauto.onlineadministrativo@seguraveiculos.com.brauxiliar.administrativo@confiauto.onlineadministrativo@confiauto.onlinenfs01@atasistemas.com.br";"RESCINDIDO | Active - Mensal RHiD";"CANCELADO";"Ponto ControlID";"26/04/2024";"26/04/2026";"08/11/2024 13:27";"26/04/2026";"Descrição: Contrato de manutenção de sistema de ponto.||19/07/2023 - Licença adicional +50 funcionários ativos, passando de 150 para 200.Acrescendo R$ 150,00, o valor passará de R$ 488,92 para o valor de R$ 638,92.|07/03/2023 - Licença adicional +50 funcionários ativos, passando de 100 para 150.Acrescendo R$ 105,00, o valor passará de R$ 375,84 para o valor de R$ 480,84.|17/08/2021 - Licença adicional +50 funcionários ativos, passando de 50 para 100.Acrescendo R$ 179,00, o valor passará de R$ 169,00 para o valor de R$ 348,00.||- Licença Mensal do Software RHiD ( Até 50 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2496";"07122586000106 SERVINORTE";"SERVINORTE SERVICOS E CONSTRUCOES LTDA";;"financeiro";;"rh@servinorte.srv.brfinanceiro@servinorte.srv.br";"Active - Mensal RHiD";"CANCELADO";"Ponto ControlID";"18/02/2024";"18/02/2025";"08/11/2024 13:27";"18/02/2025";"Descrição: Contrato de Manutenção de Sistema de Ponto |Licença Mensal do Software RHiD ( Até 80 uncionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total.||RESCINDIDO EM 11/2024."
