Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"2700";"60975737003339- SAO CAMILO";"SOCIEDADE BENEFICENTE SAO CAMILO";;"finaneiro";"33 3263-1248";"financeiro@saocamilo-hnsc.com.brpessoal@saocamilo-hnsc.com.brcompras.resplendor@saocamilosaude.com.br";"Locação Mensal Ponto4 + Mod Nuvem";"CANCELADO";"Ponto Secullum";"29/07/2024";"29/07/2025";"05/11/2024 14:26";"29/07/2025";"Migrou para o 2976||Contrato Mensal de Prestação de Serviço, Manutenção e Assistência Técnica para Sistema de Controle Eletrônico de Frequência.|- Licença do Ponto Secullum 4 com Módulo Web Nuvem (Até 130 funcionários ativos)|- Serviço de suporte técnico.||15/01/2025- cliente está migrando do contrato 2700 p/ o contrato 2976, portanto, precisamos interromper o faturamento do contrato 2700 após emissão referente a janeiro.|"
"2394";"02597884000139_TERMINALINDUST.";"TERMINAL INDUSTRIAL E MULTIMODAL DA SERRA";;"FINANCEIRO";"(27)3328-9333";"contato@tims.com.brnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"26/12/2023";"26/12/2026";"05/11/2024 14:52";"26/12/2026";"Descrição: Serviço de manutenção aos equipamentos e software de controle de acesso de veículos.||Atendimento à todos os equipamentos relacionados ao controle de acesso de veículos ( Câmeras LPR, Cancelas CAME, Laço Indutivo, etc)||R$ 1.590,00 - [MENSAL] Licença Software de Gerenciamento BMA W.Acesso Condomínio( Veículos ilimitados / 08 Equipamentos ) + Aplicação Web|R$ 875,00 - [MENSAL] Manutenção preventiva + Manutenção corretiva (Suporte Total)"
"2744";"09403367000120_UNILOG";"UNILOG EXPRESS LOGISTICA S/A";"UNILOG";"financeiro";"27 99778-7341";"compras@unilogexpress.com.brnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"CANCELADO";"Acesso Manutenção";"04/08/2024";"04/08/2025";"05/11/2024 14:26";"04/08/2025";"Descrição: Serviço mensal de manutenção de equipamentos de controle de acesso.|03/2022 - Aditivo contratual para + 02 controladoras ( +R$ 280,00 )||Serviço Técnico de Manutenção Preventiva e Corretiva [ Suporte Total ]:|01 - Torniquete Completo ( Estrutu||LINHA DO TEMPO||12/06/2025 - Cancelamento de contrato de manutenção de equipamentos, para ciência e eventuais providências (vigente até 10/07)"
"2788";"09403367000554_UNILOG";"UNILOG EXPRESS LOGISTICA S/A";"UNILOG";"(27) 3434-2350";"27 99778-7341";"compras@unilogexpress.com.brnfs@atasistemas.com.br";"Locação Mensal Software Acesso com Suporte - On Site";"CANCELADO";"Acesso Locação SW + Manutenção";"14/09/2024";"14/09/2026";"05/11/2024 14:26";"14/09/2026";"Descrição: Contrato de manutenção ao sistema de controle de acesso.|14/11/2025- CLIENTE SOLICITOU CANCELAMENTO.|20/09/2021 - Aditivo contratual com inclusão de + 02 (duas) controladoras de acesso ao ambiente de itens de alto valor.|Acréscimo de R$ 80,00, passando de R$ 128,40 para o valor de R$ 20"
"2742";"09403367000554_UNILOG";"UNILOG EXPRESS LOGISTICA S/A";"UNILOG";"financeiro";"27 99778-7341";"compras@unilogexpress.com.brnfs@atasistemas.com.br";"RESCINDIDO I Contrato Mensal Suporte e Manutenção - On Site";"CANCELADO";"Acesso Manutenção";"04/08/2024";"04/08/2025";"05/11/2024 14:26";"04/08/2026";"Descrição: Serviço mensal de manutenção de equipamentos de controle de acesso.||LINHA DO TEMPO|01/092025- Renovado contrato pelo IPCA 5,22% passando de 552,44 para 581,44.|20/09/2021 - Aditivo contratual com inclusão de + 02 (duas) controladoras de acesso ao ambiente de itens de alto valor.|Acréscimo de R$ 200,00, passando de R$ 300,00 para o va|"
"2392";"27095402000173_UNIO SOLUCOES";"UNIO SOLUCOES EM TECNOLOGIA LTDA";;"financeiro";;"
 denise.fiaschi@zitrus.com.br
abigail.giosele@zitrus.com.br";"Ata - Locação Mensal Acesso com Suporte Remoto";"CANCELADO";"Acesso Locação SW + Manutenção";"15/12/2023";"15/12/2024";"05/11/2024 14:26";"15/12/2024";"Descrição: Contrato de manutenção ao sistema de controle de acesso.
- Licença Mensal do Secullum Acesso ( Até 200 Pessoas / 01 Equipamento )
- Serviço técnico de apoio e suporte remoto."
"2542";"17673387000140 VITORIA PARK";"VITORIA PARK ESTACIONAMENTO LTDA";;"Financeiro";"27 99900-8116";"vitoriaparkes@gmail.comnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"15/04/2024";"15/04/2026";"05/11/2024 14:26";"15/04/2026";"Descrição: Contrato de manutenção ao sistema de controle de acesso ao rotativo e privativo.|Serviço de manutenção preventiva e corretiva a:|* 01 - Totem Estacionamento Expedidor de Ticket + Cartão Prox (Entrada)|* 01 - Totem Estacionamento Leitor de Ticket + Cartão Prox (Saída)|* 02 - Cancela Automática Slim Braço 3.5M Articulado + Sensores|* 01 - Switch 8 Portas Gigabit Intelbras + Infraestrutura (Eletrodutos + Cabeamento + Conectores)|* 01 - Kit Articulação Cancela CAME ( Haste retangular + Flange + Articulação )||LINHA DO TEMPO|21/03/2025 - Renovado contrato, reajuste pelo IGPM - Pasando de 800,00 para 867,52."
"2537";"04717513000250_VIA BRASIL";"VIA BRASIL AUTOMOVEIS LTDA";;"financeiro";"273203-5003";"supervisao.dp@grupoprimees.com.branalista01.dp@grupoprimees.com.brnfs@atasistemas.com.br";"Valor R$ 159,17 I Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"05/04/2024";"05/04/2026";"05/11/2024 14:52";"05/04/2026";"Descrição: Contrato de manutenção de sistema de ponto.|Renovação Prime Motor Carapina - Novas Regras||- Licença Mensal do Ponto Secullum Web ( Até 260 funcionários )|- Serviço técnico de apoio e suporte remoto.||25/11/2021 - Total de funcionários no banco de dados: 260.|15/11/2021 - Migração do Ponto Offline para o Ponto Secullum Web.|- Licença Mensal do Ponto||LINHA DO TEMPO|08/04/2025- Renovação de contrato pelo IGPM 8,58% PASSANDO DE 146,88 para 159,17"
"2457";"TOP TRANS FILIAL2";"TOP TRANS DISTRIBUICAO E LOGISTICA LTDA";;"financeiro";;"financeiro.fsa@toptrans.com.brfinanceiro@toptrans.com.braline.pinto@toptrans.com.brrh@toptrans.com.bradmgeral.ttl@gmail.com";"Ata - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"25/01/2024";"25/01/2025";"05/11/2024 14:26";"25/01/2025";"RESCINDIDO||16/01/2025 - CONTRATO INTERRONPIDO. (NÃO FATURAR)"
"2385";"07626509000193_SAMAJ";"SAMAJ EMBALAGENS EIRELI";;"financeiro";"273263-1154";"financeiro@nutrisamal.com.brnutrisamal@hotmail.comjosias@nutrisamal.com.brfinanceiro@samaj.com.brmonica@nutrisamal.com.brnfs@atasistemas.com.br";"R$ 125,34 / Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"20/12/2023";"20/12/2026";"05/11/2024 14:37";"20/12/2026";"Locação Ponto 4 + mód. nuvem, sem visita e com suporte remoto|* 13/12/2023 - Esse contrato está vinculado ao banco de dados do CNPJ 22619622000135 - INDUSTRIA DE RAÇÕES SANTA MARIA EIRELI. Estão integrados no BD do Ponto Web os CNPJ |086.010.557-10 - CAR|LINHA DO TEMPO|14/01/2026- Renovação de contrato DEFLAÇÃO permanece 125,34.|13/01/2025- Renovado contrato pelo IGPM 6,53% passando de 102,00 para 108,67.||06/06/2025 -  Contrato 2264 ATA, acrescentando R$ 100,00 nas próximas parcelas considerando o rateio entre os CNPJs (R$ 16,67 para cada).|086.010.557-10 - CARLOS MAGNUS CALIMAN BERGER | CONTRATO 2282 | R$ 160,33 para R$ 177,00|343.243.057-49 - LOURIVAL BERGER | CONTRATO 2383 | R$ 53,51 para R$ 70,18|122.690.487-41 - HUANNA K. BERGER BERGER | CONTRATO 2281 | R$ 53,51 para R$ 70,18|22.619.622/0001-35 - INDUSTRIA DE RAÇÕES SANTA MARIA EIRELI | CONTRATO 2264 | R$ 53,51 para R$ 70,18|07.626.509/0001-93 - SAMAJ EMBALAGENS EIRELI | CONTRATO 2385 | R$ 108,67 para R$ 125,34|22.619.361/0001-53 - LOURIVAL BERGER LTDA | CONTRATO 2933 | R$ 42,53 para R$ 59,20"
"2810";"07699313000129_CP DISTRIB.";"CP DISTRIBUICAO E LOGISTICA LTDA";;"financeiro";"27 99964 0999";"evaldo@cplogistica.com.brlarissa.criste@gmail.com";"Locação Anual Ponto + Mód Nuvem + 1 visita ano";"ATIVO";"Ponto Secullum Anual";"20/10/2024";"20/10/2026";"05/11/2024 14:26";"20/10/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Anual do Ponto Secullum 4 com Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto.|- 01 (uma) visita técnica anual, não cumulativa.|||LINHA DO TEMPO|24/10/2025- Reajuste de contrato (passando de 1724,00 para 1857,00 parc. 3x)|Renovação Automática: IGPM (passa de R$ 1.724,"
"2756";"08026472000125_CHALE POUSADA";"CHALE POUSADA, TURISMO E LAZER LTDA";;"financeiro";"27 3288-4141";"valter.nsantos@hotmail.comrh.chinapark@gmail.comfilipe.chinapark@gmail.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum";"20/09/2024";"20/09/2026";"05/11/2024 14:26";"20/09/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Anual do Ponto Secullum Offline sem Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO|22/09/2025- Reajuste de contrato pelo igpm 3,033% passando de R$ 331,81 para R$ 341,87.|"
"2623";"ELONLINE SERVICOS DE INTERNET";"ELONLINE SERVICOS DE INTERNET LTDA";;"financeiro";;"dp@el.com.brcontasapagar@elonline.com.brnfs@atasistemas.com.br";"Ata - Locação Mensal Acesso com Suporte Remoto";"ATIVO";"Acesso Locação SW + Manutenção";"07/06/2024";"07/06/2026";"05/11/2024 14:26";"07/06/2026";"Descrição: Contrato de manutenção ao sistema de controle de acesso.|Contrato de Suporte ao Ponto Secullum Offline + Atualizações gratuitas do software. [ Cliente é proprietário do Software. ( 50 funcionários ) ]||LINHA DO TEMPO|09/06/2025 Renovado contrato pelo IGPM 7,02% passando de 90,32 para 96,67."
"2656";"08958664000170 PLENA";"PLENA VEICULOS LTDA";;"financeiro";"(27) 3132-2222";"rh.vitoria@primehyundai.com.branalista01.dp@grupoprimees.com.brcompras@primehyundai.com.brsupervisao.dp@grupoprimees.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"14/07/2024";"14/07/2026";"05/11/2024 14:52";"14/07/2026";"Descrição: Contrato de manutenção de sistema de ponto.|*28/08/2023 - Adicional de + 20 funcionários no Ponto Secullum Web, passando de 30 para 50 funcionários ativos. Acréscimo de R$90,00,  passando de R$ 171.72/mês para R$ 261,72/mês.||LINHA DO TEMPO |22/08/2025 - REAJUSTE DE CONTRATO PELO IGPM 2,96% - Passando de 261,72 para 269,47.||21/03/2022: Cliente migrou do Ponto Offline para o Ponto Web, seguindo as demais empresas do grupo.|O valor passou de R$ 104,57 para o valor de R$ 159,00.||Empresa do grupo VIA BRASIL ( PRIME HYUNDAI )|- Licença Mensal do Ponto Secullum 4 ( Até 20 funcionários ativos ) + Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto."
"2485";"09344988000261 PRIME CACHOEIRO";"PRIME CACHOEIRO VEICULOS LTDA";;"27 3372 4000";"27 99880 5214";"analista01.dp@grupoprimees.com.brsupervisao.dp@grupoprimees.com.brsupervisaoadm.linhares@grupoprimees.com.bradm.filial@primehyundai.com.brrh.vitoria@primehyundai.com.brnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"03/03/2024";"03/03/2027";"05/11/2024 14:52";"03/03/2027";"MANUTENÇÃO DE SISTEMA DE PONTO.||Linha do tempo|11/003/2026- Reajuste de contrato pelo IGPM (deflação) permanece mesmo valor|10/02/2025- RENOVADO CONTRATO PELO IGPM 8,44% Passando de 164,46 para 178,35.|002.773 - 23/07/2014|INNER REP BIO LIGHT 1P|Ponto Secullum 4 200 F|NS: 00009000540009838|Renovação a partir de 13/03/2018. Software e módulo nuvem.|"
"2781";"10475963000103_WGM TRANSP.";"WGM TRANSPORTES E LOGISTICA EIRELI";;"financeiro";"27 99297 5817";"guilherme@comercialwgm.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"25/09/2024";"25/09/2025";"05/11/2024 14:37";"25/09/2025";"Descrição Contrato de manutenção de sistema de ponto.|- Contrato Anual do Ponto Secullum Offline.|- Serviço técnico de apoio e suporte remoto.||Renovado em 09/2024: IGP-M 4,26%"
"2226";"10516065000148 VETOR SERRA";"VETOR SERRA DIAGNOSTICO, MEDICINA E SEGURANCA DO TRABALHO LTDA";;"financeiro";"27 3328 8700";"financeiro@vetorserra.com.bradm@vetorserra.com.brfinanceiro2@vetorserra.com.br";"Valor R$2.739,00 ANUAL 3x I Ponto Web 30F";"ATIVO";"Ponto Secullum";"01/11/2023";"01/09/2026";"05/11/2024 14:26";"01/09/2026";"Descrição: Contrato de manutenção de sistema de ponto.|Locação Anual Ponto Secullum Offline sem Módulo Web Nuvem.|Serviço técnico de apoio e suporte remoto|+ 01 (uma) Visita técnica anual não cumulativa.||01/11/2024: renovado com reajuste pelo IGP-M: passando de R$ 984,96 p/ R$ 1.040,02.||23/09/2025 - Reajuste de contrato de contrato passando para R$ 1.071,55 em 3X / primeiro venc. 15/11/2025||10/03/2026: Migração do sistema de Secullum Offline para Web Pro 30 funcionários.Vigência ajustada do mês 11 para o mês 09. Será cobrado uma parcela adicional de R$1.667,45 (que é a diferença entre o contrato anterior e o atual). Essa diferença será cobrada parcelada em 7x. Na próxima vigência, retomaremo o modelo anual considerando que o valor do contrato é R$2.739,00 (3x R$913,00)."
"2723";"10779624000102_ROTOTEK";"ROTOTEK ROTULOS E ETIQUETAS LTDA";;"financeiro";"(27)3328-6572";"administrativo@rototek.com.br";"Locação Anual Ponto + Mód Nuvem + 1 visita ano";"ATIVO";"Ponto Secullum Anual";"04/01/2024";"11/07/2026";"05/11/2024 14:52";"11/07/2026";"Contrato de manutenção de sistema de ponto.|Renovação de contrato anual. Contrato anterior Código 722.|+ Licença anual do Ponto Secullum Offline + Módulo Web Nuvem |+ Serviço técnico de suporte remoto |+ 01 (uma ) visita anual, não cumulativa.||Contrato rescindido e reativado.||LINHA DO TEMPO:||11/07/2025 - Faturamento do contrato anual 3x de R$ 625,25 total de R$ 1.875,75. ||Alteração do fim da vigência realizada e da data do próximo reajuste. de forma a condizer com o faturamento do contrato anual em 11/07/2025."
"2269";"10821092000124-CONTACEL";"CONTACEL CONTABILIDADE & ASSESSORIA EIRELI";;"financeiro";"3026-4545";"dp@contacel.com.brfinanceiro@contacel.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"05/12/2023";"05/12/2025";"05/11/2024 14:52";"05/12/2025";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Anual do Ponto Secullum Offline sem Módulo Web Nuvem|- Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO|02/12/2025- Faturar 3x de R$ 315,12, com primeiro vencimento para 25/12/2025|*05/12/2024: Renovação Automática no IGP-M:  valor total de R$ 887,16 para R$ 936,75|***FATURADO PELO SIGE 3X DE 312,25 12-2024***"
"2389";"10858706000142 TOYNG IMPORTAC";"TOYNG IMPORTACAO, EXPORTACAO E COMERCIO DE BRINQUEDOS E UTILIDADES DOM";;"financeiro";"273341-8081";"andrea@toyng.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"20/12/2023";"20/12/2026";"05/11/2024 14:52";"20/12/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Anual do Ponto Secullum Offline ( Até 20 funcionários ativos )|- Serviço técnico de apoio e suporte remoto.|LINHA DO TEMPO|05/12/2025- Reajuste de contrato passando de R$ 1.430,78. para 1.563,92, faturar em 4x.|20/12/2024 - renovação automática: valor passa de R$ 1.355,04 para R$ 1.430,78."
"2506";"10977136000100-IMOVI";"IMOVI CONSULTORIA IMOBILIARIA LTDA";;"Thaynara";"(27) 98194-0117";"thaynara@wlempreendimentos.com.brencarregadopraiatradecenter@gmail.comcarlinda@wlempreendimentos.com.brnfs@atasistemas.com.br";"Locacao Mensal EstacionamentoNet para 1 Equip Cancelamento Livre";"ATIVO";"Acesso Locação SW + Manutenção";"20/02/2024";"20/02/2027";"05/11/2024 14:52";"20/02/2027";"+ Locação mensal do software Secullum Estacionamento.Net para 1 equipamento ou estação.|+ Serviço de suporte remoto.|- Não possui visita técnica.|LINHA DO TEMPO|10/03/2026- REAJUSTE DE CONTRATO PELO IGPM (DEFLAÇÃO) PERMANECE O MESMO VALOR.|20/03/2025- RENOVADO CONTRATO PELO IGPM 6.82% PASSANDO DE 340,31 PARA 363,53."
"2569";"11200595000145_JURONG";"ESTALEIRO JURONG ARACRUZ LTDA.";;"financeiro";"(27) 3270-6900";"ana.goncalves@jurong.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"01/04/2024";"31/12/2026";"05/11/2024 14:52";"31/12/2026";"Descrição: Serviço especializado de manutenção preventiva e corretiva aos equipamentos de controle de acesso e ponto digital.||- Relação de itens no RFQ, Proposta Técnica e Proposta Comercial.|- Visita técnica mensal para manuteção preventiva à 50% dos equipamentos.||LINHA DO TEMPO|30/03/2026- Contrato será renovado até 31.12.2026 no valor de R$ 5.349,50.|WT24003802: contrato antigo, a vencer em 2027...Que vamos utilizar apenas para novos projetos.|WT26000527: novo contrato (novo) de peças.|WT25014454: novo contrato (2026) de serviço.|"
"2638";"11491125000188_IKM";"IKM TESTING BRASIL LTDA";;"FINANCEIRO";"27 3218-5464";"Ikmtesting@br.ikm.compaula.costa@br.ikm.compamela.aguiar@br.ikm.comthalyta.flegler@br.ikm.comnfe.ikmtesting@br.ikm.comnfs@atasistemas.com.br";"Valor R$ 1.779,65 I Ponto Web 250F";"ATIVO";"Ponto Secullum";"19/06/2024";"19/06/2026";"05/11/2024 14:52";"19/06/2026";"Descrição: Contrato de manutenção de sistema de ponto.|Obs.: contrato com renovação automática e reajuste no IGPM.||LINHA DO TEMPO|03/03/2026- Interromper faturamento, porém, ainda são devidas as seguintes parcelas:|Parcela 1: R$ 1.779,65 (vencimento no dia 28/03/2026) |Parcela 2: R$ 1.779,65 (vencimento no dia 28/04/2026) |Parcela 3: R$ 830,50 (vencimento no dia 28/05/2026)|04/02/2026- Alterado o  venc. /mínimo de 21 dias corridos/ após emissão da nfs conforme solicitação da cliente (Maria Eduarda)                    |Renovado contrato pelo IGPM 7,02% Passando de 1662,82 para 1779,65.|||* 26/07/2022 - Adicional de +50 funcionários ativos, passando de 200 para 250 funcionários ativos.|Acréscimo de R$ 295,00, passando de R$ 1.367,82 para o valor mensal de R$ 1.662,82||* 20/04/2022 - Adicional de +50 funcionários ativos, passando de 150 para 200 funcionários ativos.|Acréscimo de R$ 316,00, passando de R$ 950,50 para o valor mensal de R$ 1.266,50.||* 17/03/2021 - Migração para a versão PONTO WEB ULTIMATE (+50%) até 150 funcionários ativos.|Alteração do valor passando de Ponto 4 no valor de R$ 195,27 para Ponto Secullum Web Ultimate no valor R$ 950,50.||- Licença Mensal do Ponto Secullum 4 ( Até 200 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2367";"11688995000141_VS - VITAL";"VS - VITAL SYSTEMS LTDA";;"financeiro";"27 3421-4800";"financeiro@vitalsystems.com.bradm@b2med.netfinanceiro@b2med.netnfs@atasistemas.com.br";"Ata - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"06/11/2023";"06/11/2026";"05/11/2024 14:52";"06/11/2026";"Instalado no dia 30082017.|Renovação Ponto 4 + Módulo Nuvem + Suporte Técnico||LINHA DO TEMPO|19/11/2025- Reajuste de contrato pelo IGPM 0,94% passando de 79,21 para 79,94.||18/12/2024 - RENOVADO CONTRATO REAJUSTE DE 6,32% IGPM."
"2407";"CRANFOS EQUIPAMENTOS, COMERCIO";"CRANFOS EQUIPAMENTOS, COMERCIO, PARTICIPACOES E SERVICOS INDUSTRIAIS DE CONTROLE AMBIENTAL LTDA";;"financeiro";;"notafiscal@cranfos.com.br";"Ata - Mensal Ponto Offline sem Nuvem";"CANCELADO";"Ponto Secullum";"22/01/2024";"22/01/2025";"05/11/2024 14:26";"22/01/2025";"Rescindido||Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Ponto Secullum 4 sem Módulo Web Nuvem ( ~ 100 funcionários / 04 REP's)|- Serviço técnico de apoio e suporte remoto.||CONTRATO RESCINDIDO EM 11/2024"
"2714";"13011684000179_RABO DO LAGARTO";"POUSADA RABO DO LAGARTO MELLO & VALLADA LTDA";;"financeiro";"27 3248 2383";"gerencia@rabodolagarto.com.brnfs@atasistemas.com.br";"Valor R$ 263,68 Mensal - Locação Inner Ponto 4 + TopPonto Web";"ATIVO";"Ponto Topdata + Locação REP";"16/08/2024";"16/08/2026";"05/11/2024 14:26";"16/08/2026";"Descrição: Locação do equipamento e licença do sistema de ponto.|[MENSAL] - Locação do Coletor Topdata Inner Ponto 4 (Biometria + Proximidade 125Khz) + Licença do Top Ponto Web (30 Funcionários)"
"2482";"13451374000175 COOS";"COOS - CENTRO DE ORTODONTIA E LOCACAO DE CONSULTORIOS ODONTOLOGICOS SE";;"Financeiro";"27 3343 6751";"retaguarda.laranjeiras@redeodonto.com.brnfs@atasistemas.com";"Ata - Mensal TopPonto Web - LGPD";"CANCELADO";"Ponto Topdata";"09/03/2024";"09/03/2026";"05/11/2024 14:52";"09/03/2026";"Descrição: Contrato de Manutenção de Sistema de Ponto |Licença Mensal do Software Web de Gerenciamento de Ponto TopPonto Web (Até 10|funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Total|LINHA DO TEMPO|05/12/2025 - Cancelamento – Aviso prévio até 03/01/2026 - - Interromper faturamento|10/02/2025- RENOVAÇÃO DE CONTRATO PELO IGPM 8,44% passande de 129,00 para 139,89|"
"2800";"15113424000130 SERRA INDUSTRIA";"SERRA INDUSTRIA E COMERCIO DE PAPEIS LTDA";;"Rikelmy";"(27) 3066-0443";"nfe@serrapapeis.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"11/10/2024";"11/10/2026";"05/11/2024 14:37";"11/10/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Ponto Secullum 4 sem Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto.||LINHA DO TEMPO|Renovação 07/10/2025 Aplicado IGP-M (anual R$ 1035,32) faturar em 3X.|Renovação 11/10/2024: Aplicado IGP-M (valor total R$ 1.004,86) Parcelados em 3x (NFS 20963)"
"2688";"16809770000110_HOTEL JARDINS";"HOTEL JARDINS LTDA.";;"financeiro";"27 3298-9800";"goperacional@hoteljardins.com";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"18/07/2024";"18/07/2026";"05/11/2024 14:26";"18/07/2026";"Descrição: Contrato de manutenção de sistema de ponto.|* Projeto Conversão Secullum.|Locação Anual do Ponto Secullum 4 sem Web Nuvem.|Serviço de Suporte Remoto||LINHA DO TEMPO:|25/07/2025 - Renovado contrato anual em R$ 1.154,09 -  3x 384,70 vencimentos para 25 do mês.|"
"2630";"20883820000186_EDIFICIO PRAIA";"CONDOMINIO DO EDIFICIO PRAIA TRADE CENTER";;"financeiro";"27 3019 6308";"vandrea@condonal.com.brencarregadopraiatradecenter@gmail.comnfs@atasistemas.com.br";"Locação Mensal Software Acesso com Suporte - On Site";"ATIVO";"Acesso Locação SW + Manutenção";"17/06/2024";"17/06/2026";"05/11/2024 14:37";"17/06/2026";"Locação do software acesso.net - equipamentos próprio|Adriano -  14/12/2023|Acesso Net - 1000 pessoas |07 Equipamentos|LINHA DO TEMPO|15/07/2024 - Upgrade no Secullum Acesso.net. Adicional de +2 equipamentos ativos. Acréscimo de R$ 70,00 passando de R$ 647,98 para R$ 717,48.|20/06/2025 - RENOVADO CONTRATO PELO IGPM 7,02% PASSANDO DE r$ 717,98 PARA 768,43."
"2668";"22896431000200 - PICPAY SERVIC";"PICPAY SERVICOS S.A";;"financeiro";"27 4042-1740";"renata.aleixo@picpay.comworkplacevix@picpay.commarino.cassa@picpay.comnfs@atasistemas.com.br";"Contrato Mensal Suporte e Manutenção - On Site";"ATIVO";"Acesso Manutenção";"10/07/2024";"17/08/2026";"05/11/2024 14:26";"17/08/2026";"Descrição: Contrato de manutenção ao sistema de controle de acesso.||LINHA DO TEMPO|13/10/2025- Alterado o vencimento (20 mês), solicitado pelo cliente (Marino) e-mail.|05/08/2025 - reajuste de 3% negociado com cliente passando de 4590,00 para 4727,70.|17/08/2024: renovação com reajuste de 2%, passando de R$ 4.500,00 para R$ 4.590,00.|01/08/2022 - Alteração do valor  passando de R$ 4.261,55 para o valor de R$ 4.500,00, conforme abaixo: |+ R$ 238,45 referente ao reajuste anual com percentual de 5,6%.||15/08/2021 - Alteração do valor  passando de R$ 3.165,00 para o valor de R$ 4.261,55, conforme abaixo:|+ R$ 221,55 referente ao reajuste anual com percentual de 7%.|+ R$ 875,00 referente à locação do Servidor Dell T140.||Manutenção preventiva mensal e manutenção corretiva em:|09 - Conjunto de Controladoras Biometria LFD e Prox HID + Botoeira + Nobreak + Eletroímã (Portas)|04  - Catracas Wolpac Evolution II Inox Biometria LFD e Prox HID (01 com Urna Coletora)|01 - Catraca Wolpac PNE |02 - Antenas UHF para TAG Veicular com Controladora Topdata|01 - Cancela Acton Slim V2 Haste 4M Escamoteável|01 - Totem Pedestres com 02 Controladoras Biometria LFD e Prox HID|+ Licença do Software BMA Acesso Empresa ( Até 21 Controladoras )"
"2290";"27311778000178_CONTEL ARMAZEM";"CONTEL ARMAZEM E TRANSPORTES LTDA";;"financeiro";"(27)3216-1801";"sara@colinaalimentos.com.br";"Ata - Anual Ponto Offline sem Nuvem";"ATIVO";"Ponto Secullum Anual";"01/12/2023";"01/12/2026";"05/11/2024 14:52";"01/12/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Anual do Ponto Secullum Offline sem Módulo Web Nuvem.|- Serviço técnico de apoio e suporte remoto.|* 01/12/2024: renovação automática no IGP-M: passando de R$ 2.154,48 para R$ 2.274,91|* Inclui nesse contrato a licença para 27347391000171 - TALISMA TRANSPORTE EIRELI  ( Até|LINHA DO TEMPO|24/10/2025 - Reajuste de contrato pelo IGP-M 2,82% passando de R$ 2.274,91 para R$ 2.339,06 (Faturar em 5x de R$ 467,81)|09/12/2024 RENOVADO CONTRATO - 5 PARCELAS R$ 454,98"
"2333";"28499796000198_HEMOSERVE";"HEMOSERVE - SERVICO DE HEMOTERAPIA E HEMODERIVADOS LTDA";;"2732324700";"27999962671";"milleny.volpato@pulsa-es.com.brflavio.trinxet@pulsa-es.com.brnfs@atasistemas.com.br";"Locação Mensal Equipamento com Suporte - On Site";"CANCELADO";"Acesso Locação Equipamento";"06/11/2023";"06/11/2025";"05/11/2024 14:26";"06/11/2025";"Descrição: Locação de equipamentos de controle de acesso.|Renovação do Contrato 393.||05/06 - Interromper faturamentos dos contratos 2696 e 2333, todavia, após faturamento de 01/07/2025"
